id,name,category_id,address,rating,location,Image_url
place_fcc3a97b70db,Bukit Lhoknga,cat_LgHRkZdANPDP6ttv,"Mon Ikeun, Kec. Lhoknga, Kabupaten Aceh Besar, Aceh 23353",3.2,"[5.45323128987267, 95.21951028970852]",https://posaceh.com/wp-content/uploads/2020/10/WhatsApp-Image-2020-10-17-at-13.30.53.jpeg
place_79cd069a9298,Bukit Suharto,cat_LgHRkZdANPDP6ttv,"2X2G+RF5, Batuah, Kec. Loa Janan, Kabupaten Kutai Kartanegara, Kalimantan Timur 75271",3.5,"[-0.9977861092248915, 116.97632545434077]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Jalan_menuju_Taman_Hutan_Raya_Bukit_Soeharto.jpg/330px-Jalan_menuju_Taman_Hutan_Raya_Bukit_Soeharto.jpg
place_58891a7b39f3,Lapangan Blang Padang,cat_QCJZ9eD5PbAbDlv4,"Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116",4.5,"[5.5502797935117485, 95.31445759983811]","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1577270390/zyog0xw8xjjf9dohqibc.jpg"
place_948f260a3205,Kapal Tsunami,cat_NWLlqpq6cnjunZ5X,"H8GF+3X8, Jl. Tj. Dusun Teuku Tuan Dipulo, Lampulo, Kec. Kuta cat_LgHRkZdANPDP6ttv, Kota Banda Aceh, Aceh",4.7,"[5.575268953322681, 95.32583428820197]",https://3.bp.blogspot.com/-2aqwFrTCy18/VJ1XlDKZ1sI/AAAAAAAAD9w/wpgZBJcEaCg/s1600/Kapal%2BPTLD%2BApung%2B1.JPG
place_77358a06c088,Benteng Indrapatra,cat_NWLlqpq6cnjunZ5X,"JFMC+HGR, Krueng Raya, Baet, Kec. Baitusscat_LgHRkZdANPDP6ttv, Kabupaten Aceh Besar, Aceh",3.6,"[5.634151026459996, 95.47248318212993]",https://atapoeaindatu.id/wp-content/uploads/2022/11/image-9.png
place_6c09abd0dafb,Wahana Impian Malaka,cat_oAsRjVBqyzml-tBA,"CC93+RJ3 Wahana Impian Malaka, Lam Ara Tunong, Kec. Kuta Malaka, Kabupaten Aceh Besar, Aceh 23373",3.3,"[5.419616608755305, 95.40434683622765]",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg82KKIfShXLZQ_-vst-jESbGTMY-Odv1OoqquiiHCRP-q0i31wLSRKjiV9E_g5DDChwV46wOVdXKqrLk-mqeITtJk2DItiZajedM2PU_dLBh9bzGWF4Bha9mQpne66RbLopuxcHdOhSYIp/s1600/wahana-impian-malaka.jpg
place_989ad4e869f4,Bendungan Brayen,cat_QCJZ9eD5PbAbDlv4,"978M+XR3, Meunasah Mesjid, Kec. Leupung, Kabupaten Aceh Besar, Aceh 23371",4.2,"[5.367468548957031, 95.2851174942728]",https://3.bp.blogspot.com/-Mxif3S0Qxs4/V8Uec11KnNI/AAAAAAAAAbA/h-6MZB6dy5AjXBXuI1m3LeJLdkA61WQkwCLcB/w1200-h630-p-k-no-nu/DSC05767.JPG
place_137e3c884534,Pucok Krueng,cat_QCJZ9eD5PbAbDlv4,"F766+6JM, Mon Ikeun, Kec. Lhoknga, Kabupaten Aceh Besar, Aceh 23371",4,"[5.460705495979951, 95.26200386358262]",https://i.misteraladin.com/blog/2020/06/12092025/pucok-krueng-1024x575.jpg
place_c4f6549d30d3,Pantai Pasir Putih (Lhok Mee),cat_LgHRkZdANPDP6ttv,"Lamreh, Kec. Mesjid Raya, Kabupaten Aceh Besar, Aceh",3.8,"[5.615015023701038, 95.55341482789356]",https://ksmtour.com/media/images/articles17/pantai-lhok-mee-aceh.jpg
place_69d56c5fd65d,Ujong Pancu,cat_LgHRkZdANPDP6ttv,"Lam Pageu, Kec. Peukan Bada, Kabupaten Aceh Besar, Aceh",4.3,"[5.571793473452078, 95.2458611555057]",https://www.shutterstock.com/image-photo/ujong-pancu-beach-beautiful-tourist-260nw-1576666828.jpg
place_fcfe2c23d200,Air Terjun Kuta Malaka,cat_LgHRkZdANPDP6ttv,"99R8+CJJ, Lam Ara Tunong, Kuta Malaka, Luthu Lamweu, Kec. SukaMakmur, Kabupaten Aceh Besar, Aceh 23373",4.2,"[5.391296540730648, 95.36537590929049]",https://www.tempatwisata.pro/users_media/3065/324574008_1204480693502496_5657337904505459873_n.jpg
place_77053a3d036a,Air Terjun Suhom,cat_LgHRkZdANPDP6ttv,"77P6+2FH, Tunong Krueng Kala, Kec. Lhoong, Kabupaten Aceh Besar, Aceh 23371",4.3,"[5.285193904814185, 95.2614081298026]",https://indonesiatraveler.id/wp-content/uploads/2020/04/geopark_aceh_-696x522.jpg
place_fdbffdf24edc,Gunung Seulawah Agam,cat_LgHRkZdANPDP6ttv,"Pulo, Kec. Seulimeum, Kabupaten Aceh Besar, Aceh",4.5,"[5.448525215622218, 95.65467698521556]",https://upload.wikimedia.org/wikipedia/commons/a/a0/Seulawaih_Agam.jpg
place_b1b9de7035a7,Gunung Seulawah Inong,cat_LgHRkZdANPDP6ttv,"Suka Mulia, Kec. Lembah Seulawah, Kabupaten Aceh Besar, Aceh",3.7,"[5.431537568656246, 95.77665383957108]",https://2.bp.blogspot.com/-k4rnULZtqDc/WCPy8ACkZGI/AAAAAAAAFQU/5ygiZfrf_BgwnhQZyujhduww4zm9cpZ7QCLcB/s1600/GSI.jpg
place_a386075c157d,Tahura Pocut Meurah Intan,cat_LgHRkZdANPDP6ttv,"CQV5+8QH, Suka Mulia, Kec. Lembah Seulawah, Kabupaten Aceh Besar, Aceh 23362",4.5,"[5.443398038166752, 95.75936294874595]",https://alushta-tur.com/wp-content/uploads/2023/09/Taman-Hutan-Raya-Pocut-Meurah-Intan.jpg
place_3996fc1251a2,Benteng Indraparta,cat_NWLlqpq6cnjunZ5X,"JFMC+HGR, Krueng Raya, Baet, Kec. Baitusscat_LgHRkZdANPDP6ttv, Kabupaten Aceh Besar, Aceh",3.6,"[5.634012225372175, 95.47177507892968]",https://cdn.antarafoto.com/cache/1200x800/2011/12/30/benteng-indra-patra-422y-dom.jpg
place_d39dbb5bb129,Masjid Tua Indrapuri,cat_QCJZ9eD5PbAbDlv4,"CC8W+4MJ, Indra Puri, Kec. Indrapuri, Kabupaten Aceh Besar, Aceh 23363",3.9,"[5.415401580261887, 95.44799242816445]",https://cdn.antarafoto.com/cache/1200x801/2021/04/19/masjid-tua-indrapuri-bekas-candi-kerajaan-hindu-tozm-dom.jpg
place_e7df3d3e748e,Kilo Meter Nol Sabang,cat_NWLlqpq6cnjunZ5X,"W648+CP7, Iboih, Sukakarya, Kota Sabang, Aceh 24411",3.4,"[5.906255031774774, 95.2179160937688]",https://th.bing.com/th/id/R.8697b1dfaf79469971532b11dc15e8e1?rik=GMZ9dmtC%2fUtSCw&riu=http%3a%2f%2fapi2.kemenparekraf.go.id%2fstorage%2fapp%2fresources%2fimage_artikel%2fDaya+Tarik+Wisata+di+Sekitar+Titik+Nol+Kilometer+Indonesia_Kilometer+0+Sabang_Shutterstock+1519299695_Riqial.jpg&ehk=61UQaSHy4jlvNjs7AJiTtPgmKGM372qzkbg4vs95Gc0%3d&risl=&pid=ImgRaw&r=0
place_c7d3b097c096,Air Terjun Pria Lot,cat_LgHRkZdANPDP6ttv,"Batee Shoek, Sukakarya, Kota Sabang, Aceh 24416",3.1,"[5.830526967500968, 95.30433146729517]",https://traverse.id/wp-content/uploads/2018/01/Air-Terjun-Pria-Laot.jpg
place_4712d6112542,Pantai Teupin Layeu,cat_LgHRkZdANPDP6ttv,"V7F4+HFH, Jl. Pantai Iboih, Iboih, Sukakarya, Kota Sabang, Aceh 24411",3.7,"[5.8741811641139074, 95.25666596780441]",https://bobobox.com/blog/wp-content/uploads/elementor/thumbs/cover-1-q5nt2z54erabxxes2i6ys8gx3d8xkhb5xpaa21luqs.jpg
place_c0b6047d456d,Pantai Teupin Sirkui,cat_LgHRkZdANPDP6ttv,"Iboih, Sukakarya, Kota Sabang, Aceh",3.4,"[5.878622603122363, 95.28055105791496]",https://bobobox.com/blog/wp-content/uploads/elementor/thumbs/cover-1-q5nt2z54erabxxes2i6ys8gx3d8xkhb5xpaa21luqs.jpg
place_887bb1eb86aa,Pantai Iboih,cat_LgHRkZdANPDP6ttv,"Iboih, Sukakarya, Kota Sabang, Aceh",3.4,"[5.873190694256447, 95.25434008360935]",https://cdn.idntimes.com/content-images/community/2022/07/iwanvanwilan-285140927-840062503619768-1945489007686598479-n-68ebcec45e2d92df6c3ac004c2c6a142-3f0476e41be50cca032c9b7276199ecc.jpg
place_cd4558af42b0,Pulau Rubiah,cat_LgHRkZdANPDP6ttv,"V7M4+2WX pulau rubiah, Iboih, Sukakarya, Kota Sabang, Aceh 24411",4.3,"[5.883132020094741, 95.25732107703446]",https://getlost.id/wp-content/uploads/2021/11/rubiah_1779575456.jpg
place_beb62dd99cb3,Gunung Berapi Jaboi,cat_LgHRkZdANPDP6ttv,"R879+8Q, Jaboi, Kec. Sukajaya, Kota Sabang, Aceh 24411",3.5,"[5.7994366594939715, 95.3302953328948]",https://popularitas.com/wp-content/uploads/2021/06/3H6A8063-scaled.jpg
place_dbaddfe91f4c,Sabang Fair View,cat_oAsRjVBqyzml-tBA,"V8V6+962, Kuta Barat, Kec. Sukajaya, Kota Sabang, Aceh",4.5,"[5.897153977137965, 95.30072260330311]",https://1.bp.blogspot.com/-jWcIJkpsG4s/U6JuUHxJp2I/AAAAAAAAAaU/uD22VQAvXnk/s1600/Sabang+fair.jpg
place_125049abf4af,Pantai Sumur Tiga,cat_LgHRkZdANPDP6ttv,"Iem Meulee, Ie Meulee, Kec. Sukajaya, Kota Sabang, Aceh 24411",4,"[5.89446706199791, 95.34347027358841]",https://www.pesisir.net/wp-content/uploads/2022/02/Alamat-Pantai-Sumur-Tiga.jpg
place_1ec6d4fc7bf5,Pulau Klah,cat_LgHRkZdANPDP6ttv,"Krueng Raya, Sukakarya, Kota Sabang, Aceh",3.7,"[5.876793660031806, 95.31381682805069]",https://superlive.id/storage/superadventure/2019/05/01/b232ccd0b706.jpg
place_cefb7fe2c8b2,Benteng Jepang,cat_NWLlqpq6cnjunZ5X,"R9WF+X9H, Ujong Kareung, Kec. Sukajaya, Kota Sabang, Aceh 24416",3.4,"[5.847573511329712, 95.37408498468967]",https://picture.triptrus.com/image/2017/10/benteng-jepang.png
place_a0e1b7629154,Danau Aneuk Laot,cat_LgHRkZdANPDP6ttv,"Danau, Sukakarya, Kota Sabang, Aceh",3.4,"[5.870810013125527, 95.3325184577198]",https://wahananews.co/photo/berita/dir052022/mengenal-danau-terbesar-di-sabang-desa-wisata-aneuk-laot_tVqFlrp8Wo.jpg
place_5b0466f3dee1,Alun-alun Kota Sigli,cat_oAsRjVBqyzml-tBA,"9XP6+VX8, Kramat Luar, Kec. Kota Sigli, Kabupaten Pidie, Aceh 24119",4.3,"[5.387298653385659, 95.96265154267282]",https://cdn.bithe.co/files/images/20220929-whatsapp-image-2022-09-28-at-11-34-47.jpeg
place_870b89e47d97,Sungai Keumala,cat_LgHRkZdANPDP6ttv,"6VC9+F37, Pako, Kec. Keumala, Kabupaten Pidie, Aceh 24187",4.2,"[5.221485468279261, 95.86859358948132]",https://i.ytimg.com/vi/A0ZNs3qW4NY/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGEwgWShlMA8=&rs=AOn4CLDRmNiwgDlROLiTDt5KPfJnI6YflQ
place_abcbb99767c3,Pantai Lhok Bubon,cat_LgHRkZdANPDP6ttv,"Lhok Bubon, Kec. Samatiga, Kabupaten Aceh Barat, Aceh 23652",3.4,"[4.198808287420327, 96.03044206578693]",https://unimmafm.com/wp-content/uploads/2023/08/00-1.jpg
place_c929f676ceeb,Pantai Batee Puteh,cat_LgHRkZdANPDP6ttv,"44X8+48G, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23612",3.5,"[4.175205904588723, 96.24766407441267]",https://meramuda.com/wp-content/uploads/2023/05/Pantai-Ujong-Batee.jpg
place_5fdd17d06e67,Pantai Lanaga,cat_LgHRkZdANPDP6ttv,"36H9+35F, Padang Rubek, Kec. Kuala Pesisir, Kabupaten Nagan Raya, Aceh 23681",4.1,"[4.077795314328682, 96.21843037891743]",https://meramuda.com/wp-content/uploads/2022/10/Pantai-Lanaga-4.png
place_e07f90b3c8b8,Pantai Pusong Sangkalan,cat_LgHRkZdANPDP6ttv,"73QR+R5, Mns Baroh Lancok, Kabupaten Pidie Jaya, Aceh 24182",2.6,"[5.352446762897185, 96.20034451753168]",https://2.bp.blogspot.com/-7bNIT7557vY/WCAx1yK3CEI/AAAAAAAAFMk/9Vp1W6rE3hIRNQE8yi1-5QZysmwx6pEeQCLcB/s1600/PPS.jpg
place_161b2a13b3ff,Pantai Cemara Indah,cat_LgHRkZdANPDP6ttv,"Bandar Negeri, Kec. Labuhan Maringgai, Kabupaten Lampung Timur, Lampung",3.8,"[-5.420261966797986, 105.8222768942732]",https://kostisolo.co.id/kosti-content/uploads/pantai_cemara_indah_10340.jpg
place_21a1dfe810b8,Masjid Agung Meulaboh,cat_QCJZ9eD5PbAbDlv4,"Jl. Imam Bonjol No.100, Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23611",3.9,"[4.158876705186201, 96.12534094822705]",https://i.pinimg.com/originals/f5/0c/bd/f50cbd2158c6c34bd836bb7e9590c204.jpg
place_ce677b55cf64,Makam Pahlawan Nasional Teuku Umar,cat_NWLlqpq6cnjunZ5X,"C5FJ+V59, Mugo Cut, Kec. Panton Reu, Kabupaten Aceh Barat, Aceh 23681",2.9,"[4.516324805240143, 96.61137808685554]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQasIAt066z3SUzFQ8zHM5wle9PTyPFA8Fu-g&s
place_0ed575d1663e,Pantai Suak Ribee,cat_LgHRkZdANPDP6ttv,"5435+MW5, Jl. Iskandar Muda, Suak Ribee, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23612",3.3,"[4.154961879176591, 96.1144466494527]",https://2.bp.blogspot.com/-Bfi0q7IVdcQ/WhBxeOjipvI/AAAAAAAArsQ/pRBvc7zahaQPL6zf1c9USwjnx16FnS18ACLcBGAs/s1600/Pantai%2BSuak%2BRibee.jpg
place_2a493b5b6dde,Pantai Jilbab,cat_LgHRkZdANPDP6ttv,"5435+MW5, Jl. Iskandar Muda, Suak Ribee, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23612",3.7,"[4.154357109415023, 96.11033736357241]",https://cdn.antaranews.com/cache/1200x800/2015/04/20150416Pantai_Jilbab.jpg
place_f99b64febc72,Pantai Lakitan,cat_LgHRkZdANPDP6ttv,"7PP9+R7V, Lakitan Utara, Kec. Lengayang, Kabupaten Pesisir Selatan, Sumatera Barat 25663",3.5,"[-1.7108326011642638, 100.72359656083785]",https://th.bing.com/th/id/OIP.KAmmp8e_3vQpuccGlr6Q2AHaE7?w=252&h=180&c=7&r=0&o=5&dpr=1.5&pid=1.7
place_ec7c511e569d,WISATA BABAHROT,cat_LgHRkZdANPDP6ttv,"WP24+FJ, Pantee Cermin, Kec. Babah Rot, Kabupaten Aceh Barat Daya, Aceh 23766",3.9,"[3.901171432283574, 96.70673161112708]",https://lh5.googleusercontent.com/p/AF1QipOb6nd0_maBuxOzBTnJK1hVe388LF6_OfLXDgsI=w408-h306-k-no
place_55ff43d36feb,Taman Nasional Gunung Leuser,cat_LgHRkZdANPDP6ttv,"GF97+P97 Barisan mountain range, Aceh 24653",3.5,"[3.5281637555580003, 97.52051153167235]",https://lh5.googleusercontent.com/p/AF1QipP8KdSQj_0XJR9cgyMXbwQ5AnmRCG864AGJgkrM=w408-h272-k-no
place_9009baa04e43,Museum Tsunami Aceh,cat_NWLlqpq6cnjunZ5X,"Jl. Sultan Iskandar Muda No.3, Sukaramai, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116",4.4,"[5.607851599234665, 95.59534154148604]",https://lh5.googleusercontent.com/p/AF1QipMDrpVR6qQnf8kYwkBVBHTtLglJNSivXen4CjAj=w408-h306-k-no
place_2a3b32ee6aa8,Arung Jeram Sungai Teunom,cat_LgHRkZdANPDP6ttv,"HRW3+468, Lukup Badak Jalan, Atang Jungket, Jl. Atang Jungket, Kayu Kul, Kec. Bies, Kabupaten Aceh Tengah, Aceh 24552",4.2,"[4.595381045554792, 96.80356335193932]",https://lh5.googleusercontent.com/p/AF1QipMjGhrv42e0Clx9TIFgAxEpUniuL_TCXiCBZjY=w408-h725-k-no
